category,product_name,product_url,price,old_price,discount,rating,reviews_count,normalized_price,review_density
laptops,HXSJ L100 2.4G Wireless Keyboard 87 Keys Multimedia Function RGB Backlit Rechargeable Keyboard for Computer Laptop Home Office,https://www.banggood.com/HXSJ-L100-2_4G-Wireless-Keyboard-87-Keys-Multimedia-Function-RGB-Backlit-Rechargeable-Keyboard-for-Computer-Laptop-Home-Office-p-1952697.html?cur_warehouse=CN&ID=6287845&rmmds=search,26.31,,,4.0,2,0.15465758914321906,4.394449154672439
laptops,MECO ELEVERDE Compressed Air Duster Blower Computer Laptop Cleaner Keyboard Cleaning Dust,https://www.banggood.com/MECO-ELEVERDE-Compressed-Air-Duster-Blower-Computer-Laptop-Cleaner-Keyboard-Cleaning-Dust-p-1936860.html?cur_warehouse=CN&ID=22447184&rmmds=search,38.7,£69.67,44% Off,3.75,4,0.6665736164757966,6.035392171627876
laptops,External USB 2.0 DVD RW CD Writer Slim Optical Drive Burner Reader Player For PC Laptop Business Office,https://www.banggood.com/External-USB-2_0-DVD-RW-CD-Writer-Slim-Optical-Drive-Burner-Reader-Player-For-PC-Laptop-Business-Office-p-1535879.html?cur_warehouse=CN&rmmds=search,17.8,,,5.0,15,-0.19694898007391026,13.862943611198906
laptops,DANIU 3Pcs Metal Spudger Repair Opening Tool for iPhone Laptop Tablet Smartphone,https://www.banggood.com/DANIU-3Pcs-Metal-Spudger-Repair-Opening-Tool-for-iPhone-Laptop-Tablet-Smartphone-p-1169517.html?cur_warehouse=CN&rmmds=search,7.73,£8.51,9% Off,4.96,388,-0.6130098675024054,29.57935354434749
laptops,Baseus SD/TF Card Reader 2 in 1 USB3.0/Type-C Smart Memory Card Flash Drive Adapter for Phone Tablet Laptop Accessories,https://www.banggood.com/Baseus-SD-or-TF-Card-Reader-2-in-1-USB3_0-or-Type-C-Smart-Memory-Card-Flash-Drive-Adapter-for-Phone-Tablet-Laptop-Accessories-p-1979080.html?cur_warehouse=CN&rmmds=search,13.15,£18.57,29% Off,5.0,2,-0.38907242858855795,5.493061443340549
laptops,2 in 1 Type-C Cable Splitter USB-C to USB2.0 PD3.0 Adapter OTG Convertor for Laptop Computer Phone,https://www.banggood.com/2-in-1-Type-C-Cable-Splitter-USB-C-to-USB2_0-PD3_0-Adapter-OTG-Convertor-for-Laptop-Computer-Phone-p-1979864.html?cur_warehouse=CN&rmmds=search,11.6,£16.25,29% Off,5.0,1,-0.45311357809344055,3.4657359027997265
laptops,for Switch OLED Game Controller Wired bluetooth Gamepad Joy-con Wrist Strap Handle with Wake-up Six-axis Function Laptop Video Game Accessories,https://www.banggood.com/For-Switch-OLED-Game-Controller-Wired-bluetooth-Gamepad-Joy-con-Wrist-Strap-Handle-with-Wake-up-Six-axis-Function-Laptop-Video-Game-Accessories-p-2023447.html?cur_warehouse=CN&ID=6287842&rmmds=search,20.12,,,5.0,0,-0.10109384016982796,
laptops,Toocki TQ-OTG07 Type-C Male to Type-C Female OTG Adapter Converter with Smart Digital Display for Phone Laptop Tablet,https://www.banggood.com/Toocki-TQ-OTG07-Type-C-Male-to-Type-C-Female-OTG-Adapter-Converter-with-Smart-Digital-Display-for-Phone-Laptop-Tablet-p-1997269.html?cur_warehouse=CN&ID=6287836&rmmds=search,7.73,£15.48,50% Off,5.0,7,-0.6130098675024054,10.39720770839918
laptops,Universal Projector Tripod Stand 110cm 160cm Bracket Projector Accessories Mount Stand for Laptop DSLR Camera Home Theater,https://www.banggood.com/Universal-Projector-Tripod-Stand-110cm-160cm-Bracket-Projector-Accessories-Mount-Stand-for-Laptop-DSLR-Camera-Home-Theater-p-2041771.html?cur_warehouse=CN&ID=6328300&rmmds=search,15.48,,,5.0,0,-0.29280411997799255,
laptops,PD65W Fast Charging Module Type-C Interface PD3.1 PPS QC3.0 Huawei SCP 8-30V Input for Smartphones and,https://www.banggood.com/PD65W-Fast-Charging-Module-Type-C-Interface-PD3_1-PPS-QC3_0-Huawei-SCP-8-30V-Input-for-Smartphones-and-Laptops-p-2023819.html?cur_warehouse=CN&ID=6290421&rmmds=search,4.87,£7.74,37% Off,5.0,0,-0.7311761175565757,
laptops,PCI-E EXP GDC External Laptop Video Card Dock Graphics Card Laptop Docking Station Mini PCI-E / NGFF / Expresscard Interface,https://www.banggood.com/PCI-E-EXP-GDC-External-Laptop-Video-Card-Dock-Graphics-Card-Laptop-Docking-Station-Mini-PCI-E-or-NGFF-or-Expresscard-Interface-p-2013603.html?cur_warehouse=CN&ID=6326634&rmmds=search,28.56,£31.73,10% Off,5.0,4,0.24762054810191952,8.047189562170502
laptops,Mini Portable Toothbrush Disinfection Case UV Toothbrush Head Disinfection Box Drying Box Sterilizer USB Rechargeable Laptop Toothbrush Holder No Drilling,https://www.banggood.com/Mini-Portable-Toothbrush-Disinfection-Case-UV-Toothbrush-Head-Disinfection-Box-Drying-Box-Sterilizer-USB-Rechargeable-Laptop-Toothbrush-Holder-No-Drilling-p-2028165.html?cur_warehouse=CN&ID=6287983&rmmds=search,10.06,£13.93,28% Off,4.67,3,-0.5167415588918399,6.473994666429889
laptops,Baseus F02 bluetooth 5.3 Ergonomic Wireless Mouse 1600 DPI 70g Lightweight Portable Mute Mice for Laptop Macbook Computer,https://www.banggood.com/Baseus-F02-bluetooth-5_3-Ergonomic-Wireless-Mouse-1600-DPI-70g-Lightweight-Portable-Mute-Mice-for-Laptop-Macbook-Computer-p-2039342.html?cur_warehouse=CN&ID=6287845&rmmds=search,11.6,£20.12,42% Off,5.0,0,-0.45311357809344055,
